"corpus","war_wikipedia_2021"
"rehenerasyon",1
"kag",1
"kaefer",1
"kadavu",1
"rehyon",1
"kaganghaan",1
"kagan",1
"kagamyan",1
"benigni",1
"reichsmuseum",1
"reid",1
"reinhardt",1
"reise",1
"kagobaan",1
"kagiusan",1
"kagoshima",1
"benj",1
"reklassifikation",1
"kahalabi",1
"kahadto",1
"kahalo-ag",1
"bennarellini",1
"397.",1
"397-402.",1
"397-401",1
"relative",1
"relatives",1
"relict",1
"relicts",1
"kahamutang",1
"kahataas",1
"kahangian",1
"kahaluagan",1
"remi",1
"remigio",1
"kahebrides-an",1
"remoção",1
"renasimyento",1
"renata",1
"renato",1
"kahilarom",1
"kahilaba-han-balud",1
"benth",1
"benoist",1
"rendle",1
"reniculus",1
"kahn",1
"benthanoscia",1
"renocila",1
"rentz",1
"renzo",1
"kahuhuman-nga-konsilyo",1
"kahulog",1
"benthique",1
"kahulop",1
"report",1
"kahulos",1
"benthos",1
"399:1-7.",1
"399-403",1
"187-202.",1
"187-201.",1
"representantes",1
"representants",1
"représentation",1
"reptans",1
"kailasius",1
"kailaroman",1
"reptilya",1
"repub",1
"kakiopoulos",1
"kainteba",1
"kalagan",1
"bercht",1
"berberentomidae",1
"3:11-40.",1
"kalain",1
"researches",1
"kalamrag",1
"bereticum",1
"berdi",1
"berger",1
"kalcerrytus",1
"bergevin",1
"3:28-36.",1
"3:187-189.",1
"39a-g",1
"resour",1
"restorasyon",1
"kalibongan",1
"kalentzi",1
"kalibsogan",1
"reticulum",1
"kaligiran",1
"bergson",1
"bergroth",1
"3:65-70.",1
"retton",1
"reut",1
"kalim-an-kag-duha",1
"kalina",1
"kalim-an",1
"kaliningrad",1
"kalinaw",1
"kalipo",1
"kalkman",1
"berl",1
"3tio",1
"3specimen",1
"1871b",1
"1870c",1
"187-199.",1
"kalondan",1
"kaloketos",1
"revolutus",1
"kalotermitidae",1
"kaluwas",1
"kalosmylinae",1
"kalligrapista",1
"reyes",1
"kamalika",1
"kamalig",1
"bermudalana",1
"rezvoi",1
"rhabderemiidae",1
"kamerlingh",1
"kamerun",1
"bermudian",1
"4(34",1
"4(1–2",1
"4(1):1-42",1
"rhadinaea",1
"rhagionidae",1
"rhammatocerus",1
"rhamphichthyidae",1
"kamisese",1
"kamitori",1
"bernal",1
"bermúdez",1
"rhene",1
"rheophilic",1
"rhinoceros",1
"kamot",1
"rhinotragine",1
"kampf",1
"bernal-carol",1
"rhipipterygidae",1
"kampo",1
"4):824-832",1
"4):1029-1036",1
"rhodacarellus",1
"rhodacarus",1
"kamtchatka-expedition",1
"kampuchea",1
"rhodoleptus",1
"rhodopinini",1
"rhoicininae",1
"rhois",1
"rhomboidederes",1
"rhopalidae",1
"kamulopyohan",1
"kamu",1
"bernardo",1
"rhopalotettix",1
"rhorus",1
"rhyacodrilinae",1
"rhyscotus",1
"rhyssalinae",1
"rhyssini",1
"kamumutangan",1
"berndt",1
"ribarov",1
"ribatejo",1
"kamuragkô",1
"kamurayaw",1
"berner",1
"4):954-965",1
"4):876-882",1
"1873:11-25.",1
"1872–1876",1
"ribera",1
"kamutngaan",1
"kamutangan",1
"kana",1
"bernhardt",1
"kanaan",1
"kanadyano",1
"kanada",1
"bernhauer",1
"4,128",1
"kanamaru",1
"kanasoran",1
"berol",1
"bernoulli",1
"beroni",1
"kandal",1
"kanda",1
"4,905",1
"4,270.1",1
"4):990-996",1
"kandeel",1
"kane",1
"kandidato",1
"kandaya",1
"kanesuke",1
"kang",1
"kaneshiro",1
"berthelot",1
"kanji",1
"kanhuraw",1
"kano",1
"bertil",1
"ristorante",1
"kansai",1
"kanser",1
"kansilyer",1
"bertolucci",1
"bertkau",1
"berthold",1
"4.99.",1
"1875.",1
"1872.",1
"137–139",1
"riverine",1
"kanton",1
"kantō",1
"kaoru",1
"beryciformes",1
"bertran",1
"rizzo",1
"rna",1
"rob",1
"kapanahonan",1
"kaos",1
"kapaso",1
"kapareho",1
"beschreibung",1
"40(2",1
"robertson",1
"kapatrunan",1
"kapatagan",1
"robiniella",1
"kapaxidi",1
"kapawa",1
"beschriebener",1
"robusta",1
"kape",1
"kapig-otan",1
"beskiden",1
"kapili",1
"kapirdihan",1
"bespozvonochnykh",1
"40-43",1
"40(3",1
"40(1",1
"rocks",1
"rod",1
"kapitalismo",1
"kapitan-heneral",1
"bessarabie",1
"kapobrehan",1
"kapt-atan",1
"betche",1
"betelgeuse",1
"40-44",1
"40-43.",1
"roebling",1
"kapuropud",1
"roestinae",1
"kapurupod",1
"betrachtungen",1
"bethel",1
"rogadinae",1
"rogadius",1
"kara-havets",1
"rohwer",1
"karaan",1
"betty",1
"40-47.",1
"40-44.",1
"1877-78",1
"1876–17",1
"karageorgopoulis",1
"karachi",1
"karakilisa",1
"karakoram",1
"betuloxys",1
"betuleti",1
"romania",1
"karakulin",1
"karakum",1
"karaonan",1
"bey-bienko",1
"betylobraconinae",1
"40.97",1
"romeo",1
"karbon",1
"karatau",1
"kardinal-padi",1
"bezalel",1
"beyarslani",1
"roncalli",1
"karenina",1
"bhagat",1
"400,051",1
"40.",1
"ronn",1
"karev",1
"karig-onan",1
"bhanotia",1
"root-mats",1
"rory",1
"karismatiko",1
"karikohán",1
"bhatt",1
"bhatn",1
"400.",1
"rosalia",1
"bhatti",1
"karmovskaya",1
"karniboro",1
"bhaud",1
"401-409",1
"rossellidae",1
"karpatenbecken",1
"bhavan",1
"rossia",1
"karpuropod-an",1
"karsada",1
"bhimanagouda",1
"401-412",1
"188-192",1
"138.067°e﻿",1
"138.067",1
"138-144",1
"rossijskaya",1
"rostratis",1
"karsavina",1
"karsel",1
"bhisho",1
"roumania",1
"kartabo",1
"karstenia",1
"kartika",1
"karton",1
"bhutan",1
"bhuiya",1
"bhinneka",1
"row",1
"karyotypic",1
"kasagsagan",1
"biancalani",1
"bian",1
"kasai",1
"kasapit",1
"bibio",1
"bianco",1
"403-404",1
"401-426.",1
"rt",1
"rubetra",1
"rubrolabiatus",1
"kasingkasing",1
"kasikasi",1
"kasaysayan",1
"kastler",1
"403–409",1
"rudolph",1
"rudra",1
"ruff",1
"kasutranuchit",1
"kasuguran",1
"rufipennis",1
"rufipes",1
"kaszab",1
"kat-upat",1
"bick",1
"bicarbonate",1
"403-411",1
"1882a",1
"ruibal",1
"ruixiang",1
"rumäniens",1
"kat-yukot",1
"katalog",1
"bifasciatus",1
"rupa",1
"ruppell",1
"kataposán",1
"kataposan",1
"rupya",1
"katarman",1
"katapusan",1
"bifurcata",1
"bidentata-group",1
"katayo",1
"katchila",1
"biggs",1
"bigemina",1
"bih",1
"kathiawat",1
"kathleen",1
"bihang",1
"405-417",1
"405-413",1
"405-410",1
"kathryn",1
"katikangan",1
"katima",1
"bijdragen",1
"bijdr",1
"ruth",1
"katinikangan",1
"katimugan",1
"katiringban",1
"katiros",1
"bilateral",1
"bikol",1
"405.",1
"katja",1
"ryan",1
"katlaya",1
"bilimek",1
"rye",1
"katsina",1
"katpasó",1
"katonga",1
"bilateria",1
"405-420.",1
"1885.",1
"112:235-241.",1
"1-228",1
"1-220",1
"ryun",1
"ryuta",1
"katubtoban",1
"katubigan",1
"katuaan",1
"katuig",1
"katulinan--an",1
"bimstec",1
"billy",1
"katundadn",1
"bingzhong",1
"rícan",1
"katungod",1
"katunga-nga-katundan",1
"binmalik",1
"bingham",1
"409-410",1
"röser",1
"s.)(40):342",1
"katupong",1
"katupngan",1
"s.a.graham",1
"katydids",1
"katydid",1
"binmaya",1
"kaufman",1
"kaunmnan-kag-lima",1
"binodoxus",1
"binnig",1
"409-421",1
"kaupod",1
"kaupayan",1
"bintana",1
"binolinao",1
"kautod",1
"kawsa",1
"kaw",1
"binug-os",1
"40:515-520",1
"409-414",1
"407-411",1
"s.r.m",1
"s.s.s.r",1
"s.t",1
"kayashima",1
"kay-ano",1
"sabah",1
"sabah(north",1
"kazanci",1
"kazan",1
"kazakshtan",1
"bioblapsis",1
"kaziranga",1
"kazantzakis",1
"kazuhiko",1
"biogeography7",1
"sabót",1
"kbm",1
"biography",1
"keable",1
"biogéographie",1
"41(1):109-140",1
"41(1",1
"40–45",1
"kearns",1
"safronova",1
"sagamia",1
"kebbi",1
"kebangkitan",1
"kearney",1
"sagka",1
"sagres",1
"keegan",1
"sahelanthropus",1
"sahib",1
"sahlberg",1
"keino",1
"kee-jeong",1
"41(163",1
"saint-exupéry",1
"saint-fargeau",1
"sakay",1
"kelly-borges",1
"biologicheskii",1
"biologice",1
"kelvin",1
"kemiko",1
"kelumi",1
"41(4",1
"41(1/2",1
"1889/1890",1
"113(4",1
"salar",1
"salatan-butnga",1
"salatan-kabutngaan",1
"kempeleni",1
"kemners",1
"kenaley",1
"biologisch",1
"kennedy",1
"kendr",1
"41-45.",1
"salicornieae",1
"kennis",1
"kennett",1
"salivator",1
"biome",1
"biomassa",1
"sally",1
"salman",1
"salmon",1
"kensleylana",1
"bionomic",1
"41-57.",1
"41-53.",1
"189-194",1
"salonga",1
"kenyatta",1
"biospeleologica",1
"bionomie",1
"salticidae)-",1
"salticiddb",1
"salticus",1
"kerevatensis",1
"biosphère",1
"kermit",1
"kern",1
"biosystematicka",1
"41.",1
"41-76",1
"sam",1
"kerorgilus",1
"kerochariesthes",1
"kerrich",1
"kerr",1
"bioved",1
"kesselyak",1
"kerstin",1
"ketumala",1
"ketone",1
"biplagiata",1
"biotsenotich",1
"189-196",1
"189+10",1
"samos",1
"sampras",1
"keyserling",1
"birabén",1
"biraben",1
"birdseye",1
"samuili",1
"khanka",1
"khanna",1
"birhen",1
"411-416",1
"411-412",1
"sand",1
"sandfishes",1
"sandlance",1
"sandouping",1
"sandy",1
"sanford",1
"sang",1
"kheper",1
"kheil",1
"sanghiran",1
"sangkalibutan",1
"sangkulirang",1
"khlopunov",1
"khiang",1
"birma",1
"khooi",1
"khoikhoiinae",1
"khumayni",1
"birnin",1
"birmano",1
"411-417.",1
"1890c",1
"santamaría",1
"santanderensis",1
"santesson",1
"kiberbius",1
"khuzestan",1
"kieffer",1
"kidoi",1
"bisan",1
"kigizii",1
"santuario",1
"kii",1
"kiesenwetter",1
"birstein",1
"saperdini",1
"kilby",1
"sapiens",1
"killip",1
"bise",1
"biscogniauxia",1
"kilmetro",1
"killy",1
"kiloemtro",1
"kilobyte",1
"bise-presidente",1
"413-415.",1
"413--418",1
"138°4′e﻿",1
"113-116.",1
"113(3",1
"kilometres",1
"bismarck-archipel",1
"sardinica",1
"kilometrosquare",1
"sarotherodon",1
"kimberley",1
"bismarck-inseln",1
"413-420.",1
"saruwal",1
"kimikal(kadaan",1
"sasakii",1
"satelayt",1
"satelite",1
"kimila",1
"bisug",1
"kimura",1
"satipoella",1
"kinahimumutangan",1
"bit",1
"414.",1
"413-416",1
"satrapiya",1
"sauandersian",1
"kinaiya",1
"kinaiha",1
"bitay",1
"bitancourt",1
"saurorum",1
"sauss",1
"kindel",1
"kingi",1
"bitomus",1
"415-418",1
"saverio",1
"kinh-dong",1
"saville",1
"kinki",1
"bittacus",1
"kinorea",1
"kinnaridae",1
"415-438",1
"sax",1
"say",1
"kip",1
"kinuha",1
"kipchoge",1
"bivalvia",1
"bituon",1
"1892a",1
"139-142.",1
"139-141",1
"saydona",1
"saylor",1
"sayyid",1
"sazima",1
"kiray",1
"scabrior",1
"scalaris",1
"kirchhoff",1
"biyolinista",1
"biyodibersidad",1
"kirigtaan",1
"kiribati",1
"scaleworms",1
"kirillovich",1
"kiritaon",1
"biyologo",1
"biyolista",1
"417-493",1
"kirkegaard",1
"kiritiko",1
"kirkpatrick",1
"scaphopoda",1
"scaptia",1
"kirtley",1
"kirovakan",1
"kirkp",1
"biyolohikal",1
"1892b",1
"kishida",1
"kit-on",1
"bl",1
"419-427",1
"scarabeidi",1
"kitamori",1
"bl1",1
"scardinius",1
"scatophagidae",1
"scats",1
"kitikmeot",1
"kiwa",1
"bl2",1
"419-430.",1
"1893a",1
"scendylidae",1
"sch",1
"schaefer",1
"bl3",1
"schantung",1
"schaufuss",1
"kjobenhaven",1
"schedotrioza",1
"kl",1
"bl4",1
"41:95-101.",1
"scheler",1
"schendylidae",1
"schendylina",1
"blabia",1
"klapálek",1
"klang",1
"41–44",1
"1893b",1
"139-146",1
"139-144",1
"113-119",1
"schevilli",1
"klasiko",1
"klautau",1
"blackburn",1
"schizocosa",1
"blackith",1
"schizopoda",1
"klok",1
"klots",1
"blackler",1
"41–52",1
"41–46",1
"schlechtd",1
"schleiermacher",1
"kluang",1
"klu",1
"schmarda",1
"klutiana",1
"blackmore",1
"schmidt-rhaesa",1
"schmidtiana",1
"kmk",1
"km2",1
"blagoev",1
"42(1):1-18",1
"139-151.",1
"schneid",1
"schoell",1
"schoenherr",1
"schomb",1
"schonitzer",1
"schopenhauer",1
"knapp",1
"knaap",1
"schotte",1
"schrader",1
"knechtel",1
"kneucker",1
"blair",1
"42-70.",1
"schrijversi",1
"knight",1
"knezevici",1
"knotting",1
"blanc",1
"42.",1
"1894a",1
"know",1
"blanchett",1
"schultz",1
"blandin",1
"blanco",1
"42.6",1
"139-160",1
"113-120.",1
"schuman",1
"kobenhaven",1
"kobuski",1
"blankensteyn",1
"kocourk",1
"kochi",1
"kocourková",1
"blascoi",1
"blas",1
"blaniulidae",1
"koenemann",1
"schweizer",1
"koening",1
"koenigi",1
"koenboutjei",1
"schönfeld",1
"schönflies",1
"koffler",1
"koerber",1
"sciaridae",1
"koh-ichi",1
"koh",1
"blattisocius",1
"421-487",1
"421-431.",1
"scientarum",1
"scientiarium",1
"kohlmann",1
"bleeding",1
"kolektibidad",1
"blennidae",1
"423-428",1
"scission",1
"kolguyev",1
"kolesyon",1
"scleritodermidae",1
"sclerocrangon",1
"kolkata",1
"bleuzen",1
"blepharidopterus",1
"kolor",1
"kolonyal",1
"kolorbanwa",1
"blindsnake",1
"423-464",1
"1897b",1
"113-123.",1
"1007-1011",1
"1-234",1
"1):61-67",1
"1):48-63",1
"1):15-19",1
"-southern",1
"scombroidei",1
"scorpaenid",1
"komarov",1
"komarka",1
"komedyan",1
"komatsu",1
"block",1
"komedyanted",1
"komi",1
"komersyo",1
"blotched",1
"bloch",1
"sculpin",1
"scyliorhinidae",1
"scymnini",1
"komite",1
"scytha",1
"komix",1
"blume",1
"blue",1
"se",1
"komon",1
"komposisyon",1
"komplex",1
"425-458",1
"425-435",1
"425-428",1
"seabra",1
"seaport",1
"komposito",1
"komyun",1
"komunyun",1
"board",1
"sebastian",1
"konde",1
"konedobu",1
"bocelli",1
"bocagiana",1
"427-430",1
"18:56",1
"1899.",1
"secqi",1
"section",1
"secundum",1
"konings",1
"konigsmann",1
"koninkl",1
"bockkäferfauna",1
"bockkäferarten",1
"sedro",1
"seeger",1
"segamat",1
"segers",1
"segestes",1
"segundo-lamrag",1
"segura",1
"kononenko",1
"konkistador",1
"konpederasiya",1
"bodied",1
"bodhisattva",1
"427–429",1
"boehlkei",1
"konserbador",1
"428-435",1
"konserbatista",1
"selbstandige",1
"konsilyo",1
"konsistoryo",1
"boethius",1
"boerlage",1
"19(1–2",1
"19(1):55-59",1
"seleucida",1
"konstantinovna",1
"konstantinov",1
"konstanze",1
"selula",1
"konstelasyon",1
"boettger",1
"boethus",1
"selçuk",1
"boggemann",1
"semblis",1
"kontador",1
"kontelasyon",1
"boghandel",1
"429.",1
"429-440",1
"kontemporaryo",1
"seminigracaudus",1
"kontkaneni",1
"bogotá",1
"semyonovna",1
"kontra",1
"kontribusyon",1
"boh",1
"bohdanowicz",1
"42:165-201.",1
"429–500",1
"19(4):391-400",1
"1393:35-44.",1
"113-125",1
"senckenb",1
"senckenberg-museum",1
"koornneef",1
"senesering",1
"kopet-dagh",1
"kopenhagen",1
"koord",1
"senoculus",1
"sentigrado",1
"koponeni",1
"koponen",1
"korbut",1
"kor",1
"bohrassel",1
"42–51",1
"sepia",1
"sept",1
"kordillere",1
"septembro",1
"septimius",1
"koreanolohiya",1
"boidarum",1
"korolevskaja",1
"boie",1
"43(1",1
"43%",1
"19,143",1
"serge",1
"korov",1
"koror",1
"korpyograpo",1
"boitano",1
"boissier",1
"kosmetiko",1
"kossmann",1
"koss",1
"43(4):175–187",1
"43(2",1
"kost",1
"kostadinova",1
"bokod",1
"43-48",1
"serixia",1
"serket",1
"serolidae",1
"kostjukov",1
"kostin",1
"kosztarab",1
"kostro-ambroziak",1
"43-53",1
"19-20",1
"19,998",1
"19(suppl",1
"kothari",1
"kotenko",1
"kotlyar",1
"bolaven",1
"serrata",1
"koufax",1
"bolbocerosoma",1
"kr",1
"boletes",1
"43-56",1
"43-54",1
"seríceo-piloso",1
"krai",1
"kraepelin",1
"sess&eacute",1
"sessiluncus",1
"krakau",1
"setaphis",1
"setas",1
"kraków",1
"boletus",1
"43-98",1
"43-65",1
"19-24",1
"kray",1
"kretzschmar",1
"krebs",1
"severinus",1
"krikken",1
"bolivian",1
"bolitoglossa",1
"krimen",1
"krings",1
"bolivie",1
"seydeli",1
"krishna",1
"kris",1
"431,902.",1
"sfenthourakis",1
"sgrub",1
"shabdrung",1
"shafee",1
"shah",1
"kristal",1
"kristen",1
"bollandia",1
"kristeva",1
"kristensen",1
"431-434",1
"19-27",1
"19-25",1
"19-22",1
"113-158",1
"113-124.",1
"shang",1
"shansi",1
"shanxi",1
"shaoi",1
"sharia",1
"sharjah",1
"kristine",1
"kristi",1
"sharkov",1
"kristiyano",1
"kristiyanismo",1
"bollman",1
"kristolohiya",1
"kritacris",1
"kristyano",1
"bollmann",1
"431-437",1
"shaverdo",1
"kritikal",1
"kritisismo",1
"bolsonaro",1
"she",1
"shear",1
"kroasya",1
"sheath",1
"shechter",1
"sheeba",1
"kromatograpiya",1
"kroasyano",1
"krivokhatsky",1
"431-439",1
"431-436",1
"shelf",1
"shelterwood",1
"shem",1
"kroyer",1
"krtz",1
"krudo",1
"bombyliidae",1
"bombo",1
"kruseman",1
"krugman",1
"shepherd",1
"sheppard",1
"shestakov",1
"shevchenko",1
"shia",1
"shibatta",1
"kröyer",1
"kryzhanovsky",1
"bon",1
"432–440",1
"shimokita",1
"shingai",1
"ku",1
"krüger",1
"kuala",1
"shirahama",1
"kuantaochia",1
"bonato",1
"433-436",1
"kubiko",1
"kubitschek",1
"bond",1
"shoals",1
"shonen",1
"kubitzki",1
"kublai",1
"bonds",1
"433–477",1
"19-92",1
"19-44",1
"19-34.",1
"short-legged",1
"showli",1
"shrimp",1
"shrubovych",1
"kubo",1
"kudarat",1
"bonifácio",1
"shula",1
"shumakov",1
"kues",1
"kuehne",1
"shureiensis",1
"kuhn",1
"kugelann",1
"bonitos",1
"bongori",1
"sialaiana",1
"sialidae",1
"sialis",1
"siam",1
"sibbing",1
"kuijten",1
"kuijt",1
"sibilisasyon",1
"kuiter",1
"bonnie",1
"bonnaterre",1
"kulik",1
"kuldshensis",1
"435-450.",1
"434-435.",1
"sibuguey",1
"sicco",1
"sicil",1
"kulthum",1
"kulturista",1
"books",1
"book",1
"sicilias",1
"kumada",1
"kulu",1
"kumalariensis",1
"kumar",1
"boone",1
"boon",1
"435-894",1
"kumpleto",1
"siebenbürgens",1
"siebert",1
"kumpuwesto",1
"bopyrella",1
"bopomofo",1
"kunashir",1
"kunchev,18",1
"bopyrids",1
"437-440",1
"190-196",1
"190-191",1
"13:123-127.",1
"13:1-96.",1
"sigalphus",1
"sigibius",1
"sigizmund",1
"kunkel",1
"kundiawa",1
"signals",1
"kunming",1
"kunsthistorisches",1
"borbón",1
"bopyroides",1
"sigvaldadottir",1
"kunstleria",1
"kunyás",1
"bordat",1
"borbón-dos",1
"437-447",1
"sikorskii",1
"silaba",1
"silana",1
"silicate",1
"silicious",1
"kuoh",1
"kunz",1
"kupriyanova",1
"bordera",1
"siluridae",1
"kurdo",1
"kurile-kamchatka",1
"kurhade",1
"borealis",1
"438-441.",1
"190.",1
"kurile-kamtchatka",1
"kurt",1
"kurow",1
"boreioglycaspis",1
"sime",1
"similar",1
"kurup",1
"kuryente",1
"borinaga",1
"borers",1
"439-453",1
"simplocarina",1
"kurze",1
"kurz",1
"boring",1
"kushan",1
"sin",1
"sinagol",1
"borisovich",1
"borisov",1
"43i",1
"1900b",1
"13:331-336.",1
"sinema",1
"singalissaspis",1
"kuwadra",1
"kutub",1
"born",1
"kuwaita",1
"borneensis",1
"borissova",1
"kvamme",1
"singidas",1
"singkwenta-ikwatro",1
"kvist",1
"kučan",1
"kwan",1
"kwantum",1
"borse",1
"kwarto",1
"kwazulu-natal",1
"borstenwürmer",1
"44(2):819-825",1
"44(1",1
"44((1995",1
"sinochlora",1
"sinocrossocheilus",1
"sinonimias",1
"kyathit",1
"kyambura",1
"kwolek",1
"sinonímica",1
"sinophasma",1
"sinopoda",1
"sinopsis",1
"kyiv",1
"kybos",1
"sint",1
"boses",1
"bose",1
"borysthenica",1
"sintido",1
"kyun",1
"károly",1
"bosmina",1
"441-466",1
"käfer-arten",1
"käfergattungen",1
"boson",1
"siquijor",1
"bosonhon",1
"441.",1
"1903a",1
"13:45-50.",1
"13:417-428.",1
"13:256-258.",1
"13:1-30",1
"100th",1
"siranganon",1
"sirte",1
"sisorid",1
"l.a.j",1
"l''indo-chine",1
"københavn",1
"l.l",1
"l.h",1
"l.o",1
"botel",1
"botany",1
"botanista",1
"1904a",1
"sisíridos",1
"sitio",1
"l.von",1
"l.v",1
"bothid",1
"l.wanntorp",1
"labasii",1
"bothriocera",1
"445-449",1
"label",1
"labenini",1
"labena",1
"botolan",1
"siyudad",1
"siyudad/bungto",1
"skadar",1
"skaill",1
"skale",1
"skandinaviens",1
"skate",1
"labeoninae",1
"labeo",1
"skateboarding",1
"labi",1
"labeonine",1
"bottegia",1
"446.",1
"13:98-100.",1
"13:49-55.",1
"skeletal",1
"ski",1
"labiais",1
"bottoms",1
"skink",1
"skinks",1
"skuse",1
"labordi",1
"laboratoryo",1
"labot",1
"bottorff",1
"447-452",1
"slippers",1
"labridae",1
"labrid",1
"laccadive",1
"labrorostratus",1
"boud",1
"slope",1
"slovak",1
"slovakia",1
"lacepede",1
"lace",1
"449-451.",1
"1905d",1
"1905a",1
"sláma",1
"smederevo",1
"lachance",1
"lacertilian",1
"smit",1
"lachesis",1
"lachner",1
"boundaries",1
"boulos",1
"smithii",1
"smiths",1
"smithson",1
"lachnus",1
"bourbon",1
"45(4",1
"lacrimula",1
"ladislaus",1
"lacépède",1
"bourim",1
"lados",1
"snoeks",1
"snogerup",1
"snow",1
"lady",1
"bourquin",1
"snowy",1
"laemodipoda",1
"laemophloeinae",1
"bourvil",1
"45(6",1
"45(4):1547-1552",1
"13c",1
"13a-d",1
"101-103.",1
"soberanya",1
"sobyet-amerikano",1
"sobyet-ruso",1
"sobyeta",1
"socalchemmis",1
"laeteus",1
"laevigatus-group",1
"laevigata",1
"bousfield",1
"bouvy",1
"lago",1
"lagoleptus",1
"bovallius",1
"45-46.",1
"45-46",1
"lagonoy",1
"45-47",1
"socotra-islands",1
"lahos",1
"lahore",1
"lakatos",1
"bozidar",1
"boyle",1
"1907–1983",1
"1907.",1
"lakes",1
"lakuplakop",1
"boötes",1
"boëthius",1
"lakuplakóp",1
"lalaki",1
"bořivoj",1
"45-51.",1
"45-49",1
"lama",1
"solis-weiss",1
"lamarck",1
"lamar",1
"lam",1
"solomon",1
"somali",1
"lamartine",1
"lamb",1
"bracanastrepha",1
"lambers",1
"45-59",1
"45-53",1
"1908.",1
"13c-d",1
"somatochlora",1
"somnuki",1
"son",1
"sonanus",1
"lambiris",1
"lambinon",1
"lambkin",1
"brachiosaurus",1
"lamellicorn",1
"brachistinae",1
"lamellicorneis",1
"brachycrotaphus",1
"45-72",1
"45-64",1
"soria",1
"soriano",1
"sorokina",1
"sosa",1
"sosiyedád",1
"lamellicornier",1
"lamiaire",1
"brachypremna",1
"45-73",1
"sosyo-puhunan",1
"lamiin",1
"brachypteren",1
"1908–abril",1
"1908b",1
"laminado",1
"lamiinæ",1
"lamiini",1
"lammers",1
"bracon.",1
"450,000",1
"sous-familia",1
"sous-genre",1
"landarthropoder",1
"451-454",1
"landisopoden-gattung",1
"lander",1
"landolt",1
"braconide",1
"braconidarum",1
"1909:793-794.",1
"13–28",1
"13–26",1
"101-104",1
"1-247.",1
"south-west",1
"langelinie",1
"lang",1
"langerhans",1
"langelurillus",1
"braconiden-parasiten",1
"lanier",1
"languedoc",1
"451-838",1
"lansberge",1
"lanneau",1
"braconini",1
"spaniocercoides",1
"lanza",1
"lanternfishes",1
"453-455",1
"1909b",1
"sparta",1
"spartans",1
"spatafora",1
"laoang",1
"bradshaw",1
"bradman",1
"laonice",1
"brae",1
"laosicum",1
"453-491",1
"453-458",1
"species-groupings",1
"species-groups",1
"lapay",1
"lapis",1
"lapinig",1
"laparosticti",1
"laplante",1
"brajkovic",1
"spedizione",1
"bran",1
"454-455",1
"191-197.",1
"191-193.",1
"14(1",1
"speedskater",1
"laray",1
"larchenwicklern",1
"large-spored",1
"branchiomaldane",1
"branchiale",1
"speocirolana",1
"sperber",1
"spermathecae",1
"spermatozoal",1
"spermatozoid",1
"largen",1
"sphaenothecus",1
"larson",1
"larisa",1
"branchiurinae",1
"454:1-12.",1
"sphaerodoridae",1
"sphaeroma",1
"sphaeromatid",1
"sphaeromatidea",1
"sphaeromidae",1
"larsson",1
"sphecozone",1
"larvas",1
"larval",1
"455-586.",1
"sphenorhina",1
"spherillo",1
"larves",1
"larve",1
"spihanoptera",1
"spilopteron",1
"spilota",1
"spin",1
"spinelli",1
"spinibarbis",1
"spinne",1
"lasconotus",1
"brandtia",1
"brandt)-",1
"191-204",1
"191-202",1
"spinnengattung",1
"spinther",1
"lasso",1
"spinula",1
"branson",1
"brandtika",1
"spionid",1
"spionide",1
"spioniform",1
"spirembolus",1
"spirobolida",1
"spirorbidae",1
"lathrop",1
"laterano",1
"456.4",1
"spitting",1
"spitz",1
"spitzbergen",1
"lathrothele",1
"latimer",1
"latibulus",1
"lathroplex",1
"splendid",1
"latin",1
"latipalpa",1
"brasilenya",1
"brasileiro",1
"1910.",1
"14(1–2",1
"113–119",1
"spondylis",1
"sponge-associated",1
"spongia",1
"spooner",1
"sporetus",1
"sports",1
"sprague",1
"latouche",1
"latrodectus",1
"brasilia",1
"brasilenyo",1
"spruner",1
"latrunculia",1
"spéficifique",1
"latynina",1
"brasilienses",1
"459–461",1
"459-461.",1
"squid",1
"laufeia",1
"brasiliera",1
"laundon",1
"laurent",1
"brass",1
"brasilyano",1
"46-",1
"1911-1912",1
"laureola",1
"laurenti",1
"lauterb",1
"braudel",1
"stabschrecken",1
"stade",1
"stadt",1
"lava",1
"stahl",1
"laver",1
"lavenberg",1
"lauxaniidae",1
"1911c",1
"laverack",1
"lawayan",1
"braunschweig",1
"layag",1
"lawrencei",1
"layaw",1
"brazileira",1
"460-488.",1
"14-15.",1
"14):129-143",1
"stara",1
"laziali",1
"breckenridge",1
"starki",1
"bred",1
"461,163.",1
"461-468",1
"1912.",1
"stastny",1
"statial",1
"leaf-miner",1
"leafminer",1
"brehm",1
"461-472",1
"staudinger",1
"stauffer",1
"staurocephalus",1
"stchigel",1
"leakey",1
"bremerton",1
"lean",1
"brendel",1
"461–467",1
"1912b",1
"14-18.",1
"stefanie",1
"steffi",1
"stegosaurido",1
"lebedev",1
"stehman",1
"lecco",1
"lebiasinidae",1
"lear",1
"steindachneridion",1
"lechevalier",1
"lectotypus",1
"brennus",1
"brenesia",1
"stelbrink",1
"stellata",1
